Timestamp,Employer,Location,Job Title,Years at Employer,Years of Experience,Annual Base Pay,Signing Bonus,Annual Bonus,Annual Stock Value/Bonus,Gender,Additional Comments
3/21/2016 13:42:45,,UK,Frontend Developer,2,10,34000,0,0,0,Male,
3/21/2016 13:42:52,Amex,New york,Software engineer,,,98000,9000,,,Female,
3/21/2016 13:43:02,Linklaters,New York City,IT Support Engineer,0,6,50000,0,0,0,Male,"Position is a physical Help Desk. Lot's of working perks. Stocked Pantries with teas, coffees, espressos for free. Every Friday there is a 'Drink Carts' misc snack food and drinks (alcoholic and non). Every Month there is a Popcorn day. Plus more working perks. "
3/21/2016 13:43:09,Small Startup,San Francisco,Senior Security Researcher,2,13,155000,0,0,0,Male,
3/21/2016 13:43:12,,"Chicago, IL",Director of Technology,10,10,135000,,20000,5000,Male,
3/21/2016 13:43:13,,,Frontend Engineer,,,68000,,,,,
3/21/2016 13:43:17,Exl landa,Chico ca,Software qa tech,5,5,45000,,2000,,Male,
3/21/2016 13:43:20,navy,CA,grad student,1,1,~70000?,15000,0,0,Male,
3/21/2016 13:43:25,NetSuite,"Oklahoma City, OK",Sr. Software Engineer II,1,15,120000,0,0,10000,Male,
3/21/2016 13:43:39,Poop Works,San Francisco,CTO,2,10,190000,25000,25000,25000,Male,
3/21/2016 13:43:41,Netlight Consulting,"Stockholm, Sweden",Consultant,1,2,52200,0,0,0,Male,
3/21/2016 13:43:52,Large German Energy Company,Nordrhein-Westfalen,Platform Engineer,2,4,42000,0,3000,0,Male,
3/21/2016 13:43:58,,,Fullstack web developer,2,7,75000,,,,Male,
3/21/2016 13:43:59,,"Austin, TX",Software Developer,0.5,3,82000,,5000,2000 Shares,Male,
3/21/2016 13:44:01,,NYC,Growth Hacker,2,5,100000,,10000,10000,Male,
3/21/2016 13:44:02,Mozilla,Paris,Software Engineer,2,5,58000 EUR,0,21000,0,Male,
3/21/2016 13:44:06,Airbnb,San Francisco,Software Engineer,1.5,3,118000,0,0,40000,Male,New Grad
3/21/2016 13:44:09,,Houston,Software Consultant,2,4,90000,5000,0,,Male,10-20% guaranteed pay raise per year
3/21/2016 13:44:13,,,software engineer,,,123530,,,,Male,
3/21/2016 13:44:16,Apple,Austin,Sr. Developer,3,15,"101,000",,7000,25000,Male,
3/21/2016 13:44:17,Quintiq,"Radnor, PA",Algorithm Expert,1,5,"80,000",0,"4,000",500,Male,They totally underpay here.
3/21/2016 13:44:19,,,software engineer,,,70k,,,,,
3/21/2016 13:44:22,Salesforce,San francisco,Lead member of technical staff,0,5,190000,15000,30000,37000,Male,
3/21/2016 13:44:23,startup,NYC,CTO,2,21,150000,,,,Male,
3/21/2016 13:44:24,,Washington DC,Research Engineer,1,1,135000,,2000,,Male,
3/21/2016 13:44:24,VML,"Kansas City, MO",Interactive Web Developer,1,4,"55,000",0,0,0,Male,
3/21/2016 13:44:35,C2S Tech Inc,"Redmond, WA",Front End Developer,0.5,5,"60,000",0,0,0,Male,
3/21/2016 13:44:35,,"Martinez, California",Software Developer,1,30,"98,400",0,0,0,Male,
3/21/2016 13:44:37,Earwigs Inc.,Monaco,Lead Earwig Specialist,10,10,"1,000,000 USD","1,000,000 USD","1,000,000 USD","1,000,000 USD",Female,wat
3/21/2016 13:44:37,,"Boston, MA",Lead Firmware Engineer,2,3,"95,000",5000,1000,,Male,
3/21/2016 13:44:42,12 employee startup,"Calgary, Canada",Front end web developer ,1,3,70000,0,0,TBD,Male,
3/21/2016 13:44:46,,"San Francisco, CA",Senior Software Engineer,5,11,126500,,12650,,Male,
3/21/2016 13:44:47,IBM Watson Research,"Yorktown,NY",Research Intern,1,0,100000,0,0,0,Male,
3/21/2016 13:44:50,,"New York, NY",Engineering Lead,0.5,5,165000,0,16500,Negotiable,Male,
3/21/2016 13:44:53,Amazon,"Seattle, WA",Software Development Engineer II,2,4,121000,38000,0,10500,Male,
3/21/2016 13:45:00,University of Rochester Brain and Cognitive Sciences,Rochester NY,Graduate Student,3,3,"26,000",0,0,0,Male,Stipend does not depend on TA duties
3/21/2016 13:45:05,,Philadelphia,Performance Engineer,0.5,2,"75,000",,"10,000",,Male,
3/21/2016 13:45:06,,Maryland,Lead Web Developer,7,12,79000,,,,Male,
3/21/2016 13:45:10,Shit,Niggashitterdick,Niggashitterdick,69,69,1337,666,69,Niggashitterdick,Niggashitterdick,Niggashitterdick
3/21/2016 13:45:15,1000+ consulting company / service contractor,"Dortmund, Germany",Software Engineer,2,2,"45,000€",0€,"5,000€","1,000€",Male,"Java development, uniform payment first 3 years"
3/21/2016 13:45:15,1,w,asd,6,11,100000,10000,1000,5,Male,
3/21/2016 13:45:10,,"Bangalore, India",Developer,0.5,3,"21,496.10",,,,Male,
3/21/2016 13:45:27,startup,Austin,Software Engineer,1,2,85000,,,5000,Male,
3/21/2016 13:45:28,,,Interactive Designer,3,6,54500,,,,Male,
3/21/2016 13:45:29,Yahoo,SF,Software Engineer,3,5,157500,0,5000,80000,Male,
3/21/2016 13:45:30,,boston,technical support engineer,2,3,88000,,6000,,Male,
3/21/2016 13:45:31,Mobiquity Inc,"Gainesville, Fl",iOS Developer,1.25,2,55000,0,0,0,Male,
3/21/2016 13:45:34,Telus,Vancouver ,Business systems analyst ,3,4,"60,200",0,10% of base,40% match on 6 percent you buy,Male,
3/21/2016 13:45:37,Adobe,San Francisco,Web Developer,1,4,155000,5000,,12000,Male,
3/21/2016 13:45:39,,los angeles,web developer,,,100000,,,,,
3/21/2016 13:45:45,,San Jose,Principal Engineer,5,13,166000,,25000,16000,Male,
3/21/2016 13:45:50,,"Bellevue, WA",Software Engineer,1,2,105000,,,,Male,
3/21/2016 13:45:55,,Southern Sweden,Developer,1,5,"$46,900",$8000 stocks,$243 monthly salary increment,,Male,
3/21/2016 13:45:57,,"San Mateo, CA",software engineer,1,1,100000,0,0,0,Male,
3/21/2016 13:45:58,,"Reno, Nevada",Web Developer,,2,"40,000",,,,Male,
3/21/2016 13:45:58,Intel,Hillsboro,Device yield engineer,0,0,117000,8000,13000,1000,Male,
3/21/2016 13:46:00,D-wave,Vancouver BC,Algorithmic Software Developer,1,3,90000,0,0,0,Male,
3/21/2016 13:46:05,Meltwater,Sweden,Developer,0,6,56000,0,4000,0,Male,
3/21/2016 13:46:07,,,Systems Developer,0,2,37800,,,,Male,
3/21/2016 13:46:09,,"Santa Monica, Ca",DevOps Engineer,1,8,157000,0,5000,0,Male,
3/21/2016 13:46:18,"Wyle, Inc.","Lexington Park, MD",Software Engineer,3,7,79000,0,0,0,Male,
3/21/2016 13:46:19,,,CTO,,,43000,0,0,,Male,Early stage startup 
3/21/2016 13:46:20,"50-Person Startup, Post Series A","Washington, DC",Software Engineer,1,,"115,000","10,000",,5000 shares,Male,
3/21/2016 13:46:24,Lockheed Martin,"Austin, TX",Senior Business Analyst,3,7,99500,0,4000,0,Male,
3/21/2016 13:46:29,An Unnamed Advertising Agency,"Halifax, NS, Canada",DevOps Lead,1,3,53000,0,1500,0,Male,
3/21/2016 13:46:33,Logic Technology Inc,"Schenectady, NY",Technical Director,12,13,93500,0,15000,0,Male,
3/21/2016 13:46:37,Niggashitterdick,Niggashitterdick,Niggashitterdick,999999999,999999999,99999999999,9999999999999999,99999999999999,9999999999999999999,Niggashitterdick,Niggashitterdick!!!!
3/21/2016 13:46:39,Pornhub,YerAnus,Chief Lubricator,1,2,"385,000",A nickel,2 nickles,None,Male,
3/21/2016 13:46:41,,,lll,,,555,,,,,
3/21/2016 13:46:45,,,Senior Consultant,,,95000,,,,Male,
3/21/2016 13:46:49,,San Diego,Software Engineer,1,4,78000,,,,Male,
3/21/2016 13:46:50,self,"washington, dc",independent software engineer,6,14,230000,0,0,,Male,
3/21/2016 13:46:53,,San Francisco,Customer Marketing Manager,1,0,70000,,,,Male,
3/21/2016 13:46:54,JP Morgan,London,Associate Developer,1,5,74000,0,15000,0,Male,
3/21/2016 13:46:54,Government/Higher Education,Arizona,Developer / System Analyst,3,6,46000,0,0,0,Male,Job duties are likely the same as a full stack web developer in private industry.
3/21/2016 13:46:55,Farmers,Woodland hills,Analyst programmer iii,7,20,103000,,25000,,Male,
3/21/2016 13:46:57,,Remote (US),Software Developer,3,8,108000,0,10000,0,Male,
3/21/2016 13:46:59,,,Application Developer,3,3,100000,10000,10000,,Male,
3/21/2016 13:47:00,,"Portland, OR",Software Developer,1.75,1.75,57500,,,,Male,
3/21/2016 13:47:00,OpenX,Pasadena,Software Engineer,1.5,3,120000,20000,16000,,Male,
3/21/2016 13:47:11,,,developer,,,40000,,,,,
3/21/2016 13:47:12,,Toronto,Senior Software Engineer,1,5,120000,5000,10%,0,Male,
3/21/2016 13:47:20,,,Front-end Developer,4,6,42000,,,,Male,
3/21/2016 13:47:29,Google,NYC,Software Engineer,10,20,152000,0,27000,50000,Male,
3/21/2016 13:47:29,,"San Francisco, CA",Software Engineer,1,2,90000,0,0,0.00025,Male,
3/21/2016 13:47:34,,"New York, NY",Software Engineer,1,10,145000,,,,Male,
3/21/2016 13:47:35,Comcast,,Director of Technology,8,16,152000,,25000,10000,Male,
3/21/2016 13:47:38,,"Grand Rapids, MI",Mobile Application Developer,2,3,65000,0,0,0,Male,
3/21/2016 13:47:38,random startup,berlin,DevOps,0.5,5,65000,0,0,30000,Male,
3/21/2016 13:47:44,Code for America,San Francisco,Designer,1,8,96000,0,0,0,Male,
3/21/2016 13:47:45,AECOM,"Richmond, KY",Automation Engineer,4,17,112000,0,0,0,Male,
3/21/2016 13:47:46,,"Los Angeles, CA",Software Engineer,1,3,70000,0,0,,Male,
3/21/2016 13:47:46,,San Francisco,Software Engineer,1,8,155000,,,,Male,
3/21/2016 13:47:49,Business Insider,"New York, NY",Director of Infrastructure,1,,125000,0,10000,0,Male,
3/21/2016 13:47:51,SeattleStartupCo,Seattle,Senior Software Engineer,1.5,5,"115,000",0,10000,10000,Male,
3/21/2016 13:47:54,GNAA,Compton CA,Nigger in cheif,12,12,690000,Free Dildos,a box of lube,,Attack Helicopter,
3/21/2016 13:47:56,TIBCO Software,Palo Alto,Architect / Principal Engineer,8,10,140000,0,10000,0,Male,
3/21/2016 13:47:57,Financial Software Company,"Washington, DC",Software Engineer,2,4,140000,0,0,0,Male,
3/21/2016 13:48:10,,,Engineering Lead,3,10,166000,,50000,,Male,
3/21/2016 13:48:11,,Virginia,Sr Software Engineer,2,15,"120,000",,"12,000",,Male,
3/21/2016 13:48:12,SecretSecretSecret,Canada,Team Lead,3,6,72600,0,0,90000,Male,
3/21/2016 13:48:18,,,Software Engineer,5,8,95000,5000,15000,100 stocks,Male,
3/21/2016 13:53:20,Consulting Company,"Chicago, IL",DevOps Engineer,3,6,95000,0,0,0,Male,Consulting for a Fortune 500 company
3/21/2016 13:48:25,You should consider some basic validation dumbass,Your Momma's Buttcrack,Muffin Stuffer,,,"900,0000 ball slaps",,,,,
3/21/2016 13:48:25,,remote (Poland),software engineer,2,2,5200,,,,Male,
3/21/2016 13:48:27,,"Los Angeles, CA",Full-Stack Engineer,1,3,80000,1000,,,Male,
3/21/2016 13:48:29,,"Miami, FL",Software Engineer,0.5,4,90000,0,0,12000,Male,
3/21/2016 13:48:29,Microsoft,Seattle,Software Engineer,0,0,106000,60000,10000,20000,Male,New Grad
3/21/2016 13:48:38,Freelance,Amsterdam,Software engineer,2,10,90000,0,0,,Male,
3/21/2016 13:48:40,Facebook,Menlo Park,Software engineer,8,15,420420,6969,4200,690069,Female,
3/21/2016 13:48:44,Yext,New York,Engineer,2,,100000,,,,Male,
3/21/2016 13:48:45,18F,New York city,Innovation Specialist,0,7,145000,0,0,0,Male,
3/21/2016 13:48:48,Shell Oil,"Houston, TX",Application Developer,2,10,216000,,,,Male,Contractor at $120/hour for approximately 1800 hours/year.
3/21/2016 13:48:56,Logic Technology,"Schenectady, NY",Technical Director,12,13,73000,0,5000,0,Male,
3/21/2016 13:49:08,,,Application Developer,,9,116500,,28000,,Male,
3/21/2016 13:49:09,,Rio de Janeiro,Software Developer,6,6,39810,,,,Male,Remote
3/21/2016 13:49:09,,,Senior Developer,,,"$95,000",,,,Male,
3/21/2016 13:49:09,Self Emplyed,"Warsaw, Poland",Developer,3,6,28 000,0,0,0,Male,
3/21/2016 13:49:12,Validate much?,rm -rf *,1,,,1,,,,,
3/21/2016 13:49:13,,"Seattle, WA",Senior Software Engineer,1,12,150000,0,0,0,Male,
3/21/2016 13:49:15,Microsoft,Redmond,Software Engineer,0.5,0,105000,10000,10000,15000,Male,
3/21/2016 13:49:17,Capital One,Toronto,Senior Software Engineer,1,7,95000,0,6000,8000,Male,
3/21/2016 13:49:17,LivingSocial,"Portland, OR",Sr. Software Engineer,2,7,108000,,2000,,Male,
3/21/2016 13:49:17,Arbor Networks,"Ann Arbor, MI",Software Engineer,,,105000,,,,,
3/21/2016 13:49:20,Verificient Technologies,NYC,Web Developer,2,8,"65,000",0,0,0,Male,
3/21/2016 13:49:26,,,Softwar Engineer,3,3,85000,0,3500,0,Male,
3/21/2016 13:49:26,,"Kansas City, MO",Software Engineer II,1.5,4,"75,000",,"8,750",,Male,
3/21/2016 13:49:27,,Amsterdam,Web Developer,1,6,"€43,000","€4,000",,,Male,
3/21/2016 13:49:27,,"Cambridge, UK",Jr Kernel Engineer,0,0,"£31,000",0,0,3000 vested over 3 years,Male,
3/21/2016 13:49:29,"M.H. Frank, Ltd.","Clemson, SC",Sales Associate,3,3,"12,000",0,100,0,Male,I am a college student.
3/21/2016 13:49:31,,"Portland, OR",Software Developer,0.5,0.5,70000,none,7000,,Male,
3/21/2016 13:49:35,An agency,UK,Head of Front End,15,16,"£42,000",500,£1000,0,Male,
3/21/2016 13:49:45,Luminoso,"Cambridge, MA",Software Engineer,1,2,75000,0,0,0,Male,
3/21/2016 13:49:46,,Bulgaria,Lead Android Developer,1,4,27600,,,,Male,
3/21/2016 13:49:49,select * from users,,select * from users,,,select * from users,,,,,
3/21/2016 13:49:51,Medium-size SF biotech,South San Francisco,Software Developer,2,8,130000,20000,,,Male,
3/21/2016 13:49:52,Startup,"San Francisco (Palo Alto), CA",Software Engineer,1,3,100000,2500,1500,,Male,2% equity over 4 years
3/21/2016 13:49:54,,remote (poland),software engineer,2,2,52000,,,,Male,
3/21/2016 13:49:57,,New York City,Android Developer,0.5,4,150000,0,0,,Male,
3/21/2016 13:50:01,,"Washington, D.C.",Technical Operations Manager,4,5,"75,000",0,0,0,Male,Senior/Only Engineer plus upper management stuff. Non-profit.
3/21/2016 13:50:01,Google,New York,Software Engineer,1,1,115000,15000,15000,45000,Male,
3/21/2016 13:50:09,google,san francisco,CTO Google rail product,5,12,356000,190000,70000,0,Male,
3/21/2016 13:50:12,TomTom,Amsterdam,Expert Software Engineer,6,10,60000,,9000,3000,Male,
3/21/2016 13:50:12,Telecom Company,San Jose,Lead Engineer,3,15,152000,,18000,,Male,
3/21/2016 13:50:15,,San Francisco,Senior Software Engineer,1,3,128000,5000,500,0,,
3/21/2016 13:50:16,,"Boston, MA",NOC Manager,1,10,125000,0,12500,0,Male,
3/21/2016 13:50:16,,"Pittsburgh, PA",Full Stack Web Developer,1,3,"79,000.00",,,,Male,
3/21/2016 13:50:28,Deloitte,South Africa,Assistant Manager,0.5,5,45000,0,800,0,Male,
3/21/2016 13:50:33,United States Government,"Fayetteville, AR",IT Technician,1,2,"49,300",,150,,Male,
3/21/2016 13:50:36,Tableau Software,Seattle,Senior Software Engineer,5,5,135000,300000,13500,120000,Male,
3/21/2016 13:50:36,RefME,London,Head of Mobile,2,2,45000,0,0,30000,Male,
3/21/2016 13:50:37,Amazon,Germany,SDE2,3,7,"€70,000","€10,000",,"€25,000",Male,
3/21/2016 13:50:38,,Nebraska,Release Engineer,2,0,"55,000",0,"1,500",0,Male,
3/21/2016 13:50:39,,Spain,Developer,1.5,1.5,18000,,,,Male,
3/21/2016 13:50:41,,"Lansing, MI",Software Engineer II,4,7,45000 USD,0,0,0,,
3/21/2016 13:50:43,,San Francisco,Software Engineer,1,3,70000,2000,,,Male,
3/21/2016 13:50:44,,"Melbourne, VIC, AU",Senior consultant,2,15,120000,0,0,0,Male,
3/21/2016 13:50:52,,New York,Front-end Developer,1,13,125000,,,,Male,
3/21/2016 13:50:58,Enterprise Software Company,"Pleasanton, CA",Front end developer,1,15,105000,0,0,15000,Female,
3/21/2016 13:51:01,ebay,"san jose, ca",MTS II Software Engineer,8,20,181000,,20000,45000,Male,
3/21/2016 13:51:07,,,Sr. Systems Analyst,,,120000,,,,Male,
3/21/2016 13:51:08,TEKSystems,"Lincoln, NE",Senior Applications Developer,3,10,"80,000",0,0,0,Male,"Contractor.  No sick time, no holiday time, no overtime, no insurance,  etc."
3/21/2016 13:51:09,,,Senior Software Developer,1,4,107000,0,12000,0,Male,
3/21/2016 13:51:13,,"Edmonton, Alberta, Canada",Developer,1,5,"$50,000",0,0,0,Male,
3/21/2016 13:51:17,Neustar,"Sterling, VA",Software Engineer II,3,4,89000,,10%,,Male,
3/21/2016 13:51:20,Startup,San Francisco,CTO,2,14,135000,,,,Male,
3/21/2016 13:51:25,,Uk,.net web developer,3.5,3.5,"£25,000",0,0,0,Male,
3/21/2016 13:51:26,,,Senior Mobile Developer,,,"110,000",,,,,
3/21/2016 13:51:26,,san diego,web developer,1,6,70000,0,0,0,Male,
3/21/2016 13:51:26,Twitter,San Francisco,Senior Software Engineer,3.75,9.75,164000,0,0,200000,Male,
3/21/2016 13:51:31,,"Waterloo, ON",QA Developer,5,6,80000,0,5000,800,Male,
3/21/2016 13:51:40,S,P,AWS Solutions Architect,2,10,54000,0,0,0,Male,
3/21/2016 13:51:45,,"Oslo, Norway",Consultant developer,0.5,3,57670 USD,,137000,,Male,
3/21/2016 13:51:40,,,Senior Software Engineer,6,10,120000,0,0,,Male,
3/21/2016 13:52:05,,,Developer,10,12,90000,,,,Male,
3/21/2016 13:52:05,HERE,Chicago,Software Engineer I,0,1.5,"80,800",0,"7,000",0,,
3/21/2016 13:51:52,Alliant Energy,"Madison, WI",Senior IT Analyst,1,8,"103,000",0,"15,450",0,Male,This place is good for your wallet but bad for your career
3/21/2016 13:52:08,,Oregon,Senior Software Engineer,6,15,120000,,,15000,Male,
3/21/2016 13:52:14,Gg,Dsvao,Pres,20,35,75000,2000,3000,0,Male,
3/21/2016 13:52:17,Expedia,"Bellevue, WA",Software Development Engineer I,0,1,"105,500","20,000",10%,"10,000",Male,
3/21/2016 13:52:18,,"Louisville, KY",Web Development Manager,0,5,112000,0,,,Female,
3/21/2016 13:52:22,,Rural Northeast USA,Senior Software Engineer,1.5,10,82000,0,0,0,Male,
3/21/2016 13:52:24,,"San Francisco, CA",Senior Software Engineer,1.2,8,160000,5000,,77000,Male,"stock value when i started was MUCH lower, so the stock bonus has ballooned a ton"
3/21/2016 13:52:31,Best Buy,"Minneapolis, MN",Web Engineer II,2,7,"125,000",5000,"15,000",0,Male,
3/21/2016 13:52:31,,"Seattle, WA",Front end Developer,0,2,80000,0,0,0,Male,
3/21/2016 13:52:40,Propeller Studios Inc.,Toronto,Principal Developer,1,4,"27,557.60",0,0,0,Male,"Converted 36k/y CAD to USD on March 21st, 2016."
3/21/2016 13:52:45,Airbnb,San Francisco,Software Engineer,1,0,110000,50000,,,Male,
3/21/2016 13:52:51,,Arkansas,Front-End Developer,0.8,6,57900,,10% of Salary,,Male,
3/21/2016 13:52:56,Amazon.com,Seattle,SDE,2,4,105000,45000,,15000,Male,
3/21/2016 13:52:56,,"Boston, MA",Software Engineer,2,6,93000,0,0,0,Female,
3/21/2016 13:53:00,,Seattle,Director of Engineering,2,15,"167,000",20000,"16,000","50,000",Male,
3/21/2016 13:53:03,,"New York, NY",Director of Engineering,6,9,170000,5000,0,100000,Male,
3/21/2016 13:53:04,IAC Applications,"Yonkers, NY",Senior Engineer,10,16,124000,3000,10000,0,Male,
3/21/2016 13:53:06,Scientific Programmer,Austin,Scientific Associate,4,10,80k,0,0,0,Male,
3/21/2016 13:53:09,Microsoft,"Redmond, WA",Software Development Engineer 2,3,7,"124,000","55,000","2,600","4,000",Male,
3/21/2016 13:53:16,ISuckPen1s,UrMum,Principal Inseminator,5,5,1000000000000,,69,69,Bisexual HorseMan,Allah Hu Akbar
3/21/2016 13:53:21,,Central New York,Software Developer,4,10,"$120,000",$0,$0,0,Male,
3/21/2016 13:53:25,,,Web developer,,,150000,,,,,
3/21/2016 13:53:25,Bloomberg,New York City,Software Engineer,0,0,117000,0,17000,0,Male,Starting later this year...
3/21/2016 13:53:27,Squaretrade,San Francisco,Senior Software Engineer,1,10,135000,5000,0,0,Male,
3/21/2016 13:53:43,AVL Germany,Munich,Software Engineer,2,2,60 000 €,0,0,0,Male,
3/21/2016 13:53:43,Microsoft,Seattle,Software Engineer ,2,1,"$120,000","$200,000",,,Male,"I don't know off the top of my head if what the bonus is.  Also the signing bonus was $50,000 cash, $150,000 in MSFT vested over 4 years with a 1 year cliff."
3/21/2016 13:53:37,,Sweden,System Developer,4,12,55000,0,5000,0,Male,Guess I should move to the US
3/21/2016 13:53:54,,San Francisco,Product Manager,1,1,105000,,15000,,Male,
3/21/2016 13:54:02,Tealium,San Diego,Software Deveoper,1,2,55000,,2000,,Male,
3/21/2016 13:54:03,,"Charlotte, North Carolina",Jr. Software Developer,1,1,"$80,000",$0,"$10,000","$15,000",Male,
3/21/2016 13:54:05,,"Rochester, NY",Senior Mechanical Engineer,3.5,4,66500,0,0,0,Male,
3/21/2016 13:54:07,MathWorks,Natick,Software Enginee,1,2,"70,000",0,"4,000",0,Male,
3/21/2016 13:54:10,iversity,Berlin,JavaScript Developer,2,3,35000,0,0,0,Male,
3/21/2016 13:54:11,n/a,n/a,n/a,1,1,1,1,1,1,Male,dsfa
3/21/2016 13:54:11,SurveyMonkey,,Director of Engineering,,,215000,,,,Male,
3/21/2016 13:54:12,,"Amsterdam, The Netherlands",Software Engineer,2,8,"50,000 EUR",,,,Male,
3/21/2016 13:54:13,Bulletproof,"Sydney, Australia",Engineer,3.5,15,160000,0,0,1000,Male,AUD
3/21/2016 13:54:16,Stripe,San Francisco,Support,0,2,"55,000",0,0,unknown,Female,
3/21/2016 13:54:17,,Oakland,CTO / Cofounder,3,12,120000,,,,Male,
3/21/2016 13:54:26,,"Boston, MA",Senior Software Engineer,,15,140000,,,,Male,
3/21/2016 13:54:26,,,Software Engineer,7,7,190000,,2000,,Male,
3/21/2016 13:54:26,NBCUniversal,"Boise, ID (remote, job is based in NYC)",Senior Software Engineer,1.5,10,113375,0,0,5000-ish,Male,
3/21/2016 13:54:30,,The Netherlands,Web Developer,1,3,30000 euros,,1000,,Male,
3/21/2016 13:54:36,,"Dayton, OH",Systems Engineer,2,14,112000,,3000,,Male,
3/21/2016 13:54:37,,NYC,QA Automation engineer,-1,9,110000,,,,Male,
3/21/2016 13:54:39,,"Olympia, WA",Sr DevOps,8,15,110000,0,15000,,Male,
3/21/2016 13:54:40,Google,Mountain View,SWE,0,5,135000,30000,20000,60000,Male,
3/21/2016 13:54:47,,"Rochester, NY",Jr. Web Developer,1.5,8,"50,000",0,0,0,Male,In need of a job title change - I mostly do desktop application development.
3/21/2016 13:54:53,Move2,Sao Paulo,Developer,2,7,120000,0,0,0,Male,
3/21/2016 13:54:57,Google,Bay Area,Software Engineer,1.4,5,125000,10000,25000,50000,Male,
3/21/2016 13:55:14,Yelp,Sf,Software engineer,1.5,3,130,0,0,50,Male,
3/21/2016 13:55:15,,"Atlanta, GA",Principal Engineer,6,12,136000,0,12000,0,Male,
3/21/2016 13:55:16,,Amsterdam,DevOps engineer,,3,53500,,,,Male,
3/21/2016 13:57:41,,"Denver, CO",Software Engineer,0,4,120000,0,0,0,Male,
3/21/2016 13:55:20,Amazon,Toronto,SDE1,1,2,"80,000","25,000",5000,"20,000",Female,
3/21/2016 13:55:21,Sparefoot.com,"Austin, TX",PHP Developer,,,"150,000","20,000","10,000","40,000",,
3/21/2016 13:55:24,,Austin,Linux Administrator,2,20,125000,,,,Male,
3/21/2016 13:55:25,,"Austin, TX",Software Architect,3,4,95000,0,4000,0,Male,
3/21/2016 13:55:30,,Germany,Software Engineer,3,3,50000,,8000,,Male,
3/21/2016 13:55:34,,Paris,Project Manager,11,,50000,0,5000,0,Male,
3/21/2016 13:55:36,,San Francisco,Electrical Engineer,0,0,100000,15000,0,50000,Male,
3/21/2016 13:55:38,,"Cheshire, UK",Software Engineer,1,2,23000 gbp,0,0,0,Male,
3/21/2016 13:55:40,,,Programmer/Analyst,1,2,65000,0,0,0,Male,
3/21/2016 13:55:44,,,IT Analyst,,,60000,,,,Male,
3/21/2016 13:55:44,Kilroy was here ,,For posterity,,,-1,,,,,
3/21/2016 13:55:44,,"Waterloo, ON",Lead Engineer,,6,"100,000",,,,Male,
3/21/2016 13:55:46,Brazilian Startup,Brazil,Senior Developer,3,10,90000 BRL / 22500 USD,0,0,0,Male,"For brazilian standards, this is pretty decent salary."
3/21/2016 13:55:57,,,Analyst,2,2,60000,,,,Male,
3/21/2016 13:56:07,WPP,New York,Executive Director of User Experience,2,18,195000,15000,10%,N/A,Male,
3/21/2016 13:56:13,Square,"San Francisco, CA",Software Engineer,3,4,110000,0,0,250000,Male,Annual stock value will be much lower after 4 years
3/21/2016 13:56:14,,"New York, NY",Sr Software Engineer,0,8,135000,35000,,1%,Male,
3/21/2016 13:56:16,Google,London,engineer,0.5,3,65000,0,5000,25000,Male,
3/21/2016 13:56:16,,"Stockholm, Sweden",Systems Developer,2,5,60000,,,,Male,
3/21/2016 13:56:16,CHS,,Analyst,4,16,73000,0,1000,0,Male,
3/21/2016 13:56:17,Secret,London,Quant Algo Developer,9,12,110 GBP,n/a,70K GBP,10K GBP,Male,
3/21/2016 13:56:22,Head Complainer,Some Dude's Anus,Chief Poop Chute Navigator,,,g23,,,,Fuzzbucket,
3/21/2016 13:56:23,,Chicago,Senior Consultant,4,6,"95,000.00",0,"5,000.00",0,Male,
3/21/2016 13:56:31,,"Portland, OR",Sr Quality Engineer,3,8,72000,0,0,,Male,
3/21/2016 13:56:33,NA,Paris,Lead Developer,4,7,46150,,3600,,Male,
3/21/2016 13:56:35,,,Senior Developer,10,10,36000,,,,Male,
3/21/2016 13:56:57,,New York,Director of Product,5,5,115000,0,0,30000,Male,
3/21/2016 13:56:58,N/A,"San Francisco, CA",Software Engineer II,1.25,2,97000,0,0,0,Male,Employer withheld
3/21/2016 13:56:59,Google,San Francisco,Software Engineer,4,10,130000,,20000,30000,Male,
3/21/2016 13:57:07,,New York,Backend Developer,4,4,90000,0,0,1%,Male,
3/21/2016 13:57:07,Amazon,,SDE2,3,15,125000,20000,0,50000,Male,
3/21/2016 13:57:13,,"Columbus, OH",Software Developer II,0.5,1.5,57200,,,,Male,
3/21/2016 13:57:15,,"Boston, MA",Product Designer,1,4,"110,000",,,,Male,
3/21/2016 13:57:19,Self,Near Canada but not Canada,Fixer,6,1,about $2,literally what,I don't do anal,none,I'm a computer,Install Gentoo
3/21/2016 13:57:21,,"Regina, SK",Engineer,3,5,82500,0,6000,0,Male,
